title,description,content,source,author,url,published_at,image_url,search_keyword,collected_at
"Who is Péter Magyar, the candidate who defeated veteran Hungarian Prime Minister Orbán? | CNN","When Péter Magyar was growing up during Hungary’s democratic transition, he had a poster of Viktor Orbán pinned to his bedroom wall. At the time, Orbán was a liberal anti-communist who had famously demanded the withdrawal of Soviet troops from Hungary.","When Péter Magyar was growing up during Hungarys democratic transition, he had a poster of Viktor Orbán pinned to his bedroom wall. At the time, Orbán was a liberal anti-communist who had famously de… [+7283 chars]",CNN,Christian Edwards,https://www.cnn.com/2026/04/12/europe/hungary-peter-magyar-profile-latam-intl,2026-04-12T23:07:26Z,"https://media.cnn.com/api/v1/images/stellar/prod/2026-04-12t210018z-1737011625-rc2wnkadqbgc-rtrmadp-3-hungary-election.jpg?c=16x9&q=w_800,c_fill",Ukraine war,2026-04-14T08:34:54.800809
The government's half-hearted mantra during the fuel crisis did not wash with the public,The government says it’s been doing what it can about the cost of living – but the public clearly doesn’t agree.,"THE LAST FEW days have been a flashpoint for people who have been put under extraordinary pressure by the successive crises of recent years. 
This was one reflection from Taoiseach Micheál Martin du… [+5301 chars]",TheJournal.ie,Christina Finn,https://www.thejournal.ie/government-no-confidence-motion-7010765-Apr2026/,2026-04-12T22:00:50Z,https://img2.thejournal.ie/article/7010765/river/?height=400&version=7010912,Ukraine war,2026-04-14T08:34:54.800811
The underground 3D printing farms arming Ukraine's soldiers,"In spare rooms and backyard sheds, volunteers across Europe are 3D printing drone bomb parts to supply Ukraine's military.","In an undisclosed garage in the Warsaw suburbs, Alex is running a round-the-clock operation in Poland's capital. 
Day and night, seven days a week, he's got three 3D printers on the go.
Layer by la… [+6385 chars]",ABC News (AU),Kathryn Diss,https://www.abc.net.au/news/2026-04-13/backyard-3d-printed-bomb-parts-helping-ukraine-war-effort/106529090,2026-04-12T21:52:22Z,https://live-production.wcms.abc-cdn.net.au/1958565427535409a2eaf99218ff9c08?impolicy=wcms_watermark_news&cropH=720&cropW=1280&xPos=0&yPos=0&width=862&height=485&imformat=generic,Ukraine war,2026-04-14T08:34:54.800813
"Easter truce between Ukraine, Russia ends","The Orthodox Easter truce between Ukraine and Russia has expired, with both sides accusing each other of thousands of violations during the 32-hour ceasefi

Read More: https://punchng.com/easter-truce-between-ukraine-russia-ends/","A truce between Russia and Ukraine to mark the Orthodox Easter formally expired Monday, both sides having accused each other of thousands of violations, despite a lull in Russian air raids.
The truc… [+4405 chars]",The Punch,Punch Newspapers,https://punchng.com/easter-truce-between-ukraine-russia-ends/,2026-04-12T21:50:47Z,https://cdn.punchng.com/wp-content/uploads/2025/12/24104612/AFP__20251224__88YC2WG__v3__Mockup__TopshotUkraineRussiaConflictWar-1200x630.jpg,Ukraine war,2026-04-14T08:34:54.800816
"Amid the Iran war, Ukraine makes gains against the Kremlin","With attention focused on Iran, Ukraine has made economic, battlefield and diplomatic gains against the Kremlin.","With attention focused on Iran, Ukraine has made economic, battlefield and diplomatic gains against the Kremlin.",NPR,Eleanor Beardsley,https://www.npr.org/2026/04/12/nx-s1-5779257/amid-the-iran-war-ukraine-makes-gains-against-the-kremlin,2026-04-12T21:37:20Z,https://media.npr.org/include/images/facebook-default-wide-s1400-c85.jpg,Ukraine war,2026-04-14T08:34:54.800818
"Russia, Ukraine trade accusations of Orthodox Easter ceasefire violations","Russia and Ukraine accused each other on Sunday of breaching the 32-hour ceasefire in their four-year war, reporting more ‌than a thousand drone and shelling attacks just hours after the truce began on Saturday to mark Orthodox Easter. The Russian defense min…","Russia and Ukraine accused each other on Sunday of breaching the 32-hour ceasefire in their four-year war, reporting more than a thousand drone and shelling attacks just hours after the truce began o… [+2407 chars]",Japan Today,,https://japantoday.com/category/world/russia-ukraine-trade-accusations-of-orthodox-easter-ceasefire-violations3,2026-04-12T21:21:38Z,,Ukraine war,2026-04-14T08:34:54.800820
Hungarian Prime Minister Orban concedes defeat after 16 years in power,"Hungarian voters on Sunday ousted long-serving Prime Minister Viktor Orban after 16 years in power, rejecting the authoritarian policies and global far-right movement that he embodied in favor of a pro-European challenger in a bombshell election result with g…","Hungarian voters on Sunday ousted long-serving Prime Minister Viktor Orban after 16 years in power, rejecting the authoritarian policies and global far-right movement that he embodied in favor of a p… [+6159 chars]",Japan Today,,https://japantoday.com/category/world/polls-open-in-hungary-in-a-key-election-that-could-unseat-populist-prime-minister-orban,2026-04-12T21:19:43Z,,Ukraine war,2026-04-14T08:34:54.800822
"Hungarian voters oust Viktor Orbán, a close ally of Trump and Putin, despite late campaign push from JD Vance",Péter Magyar has pledged to rebuild Hungary's relationships with the European Union and NATO.,"Hungarian voters on Sunday ousted long-serving Prime Minister Viktor Orbán after 16 years in power, rejecting the authoritarian policies and global far-right movement that he embodied in favor of a p… [+5828 chars]",Fortune,"Justin Spike, Sam McNeil, The Associated Press",https://fortune.com/2026/04/12/hungary-election-loser-viktor-orban-ally-trump-putin-campaign-push-jd-vance/,2026-04-12T21:05:10Z,"https://fortune.com/img-assets/wp-content/uploads/2026/04/GettyImages-2270600400-e1776027489538.jpg?resize=1200,600",Ukraine war,2026-04-14T08:34:54.800825
"Trump, Putin Ally Orbán Ousted in Hungary","""Orbán...has been described by the pro-EU press as Russian President Vladimir Putin’s closest ally inside the European Union.""
The post Trump, Putin Ally Orbán Ousted in Hungary first appeared on Le·gal In·sur·rec·tion.","Hungarian Prime Minister Viktor Orbán, a close ally of Vladimir Putin and backed by Donald Trump, has conceded defeat to opposition challenger Péter Magyar after early returns showed his party traili… [+1916 chars]",Legalinsurrection.com,Ben Smith,https://legalinsurrection.com/2026/04/trump-putin-ally-orban-ousted-in-hungary/,2026-04-12T21:00:54Z,https://legalinsurrection.com/wp-content/uploads/2026/04/Orban-and-Vance.png,Ukraine war,2026-04-14T08:34:54.800827
Hungary’s Orban concedes defeat after 16 years in power,"Hungary’s long-serving nationalist leader Viktor Orban concedes defeat to conservative Peter Magyar in a landmark parliamentary election after 16 years in

Read More: https://punchng.com/hungarys-orban-concedes-defeat-after-16-years-in-power/","Nationalist Viktor Orban, who has ruled Hungary for 16 years, on Sunday conceded defeat to conservative Peter Magyar in parliamentary elections.
With votes in almost 67 per cent of precincts counted… [+3413 chars]",The Punch,Punch Newspapers,https://punchng.com/hungarys-orban-concedes-defeat-after-16-years-in-power/,2026-04-12T20:51:18Z,https://cdn.punchng.com/wp-content/uploads/2026/04/12214206/AFP__20260412__A7JZ43V__v1__MidRes__HungaryPoliticsVote-1200x630.jpg,Ukraine war,2026-04-14T08:34:54.800830
Spanish official rebuked following Netanyahu effigy display,"Director General of the Foreign Ministry clarifies to Madrid’s representative that the burning of a Netanyahu effigy in Spain is a “direct result of systematic incitement"" by Prime Minister Sanchez’s government.","At the directive of Foreign Minister Gideon Saar, the Director General of the Foreign Ministry, Eden Bar Tal, held a reprimand call on Sunday with the head of the Spanish Embassy in Israel, Francisca… [+2436 chars]",Israelnationalnews.com,Nitsan Keidar,https://www.israelnationalnews.com/news/425389,2026-04-13T02:11:38Z,https://2.a7.org/files/pictures/000/1214798.jpg,Gaza conflict,2026-04-14T08:34:55.125495
How I harness research to inform humanitarian relief efforts,"As a social scientist at Médecins Sans Frontières, Beverley Stringer researches the many non-medical factors that affect health during emergencies.","A Médecins Sans Frontières treatment centre in Monrovia, Liberia, in 2014 during the Ebola outbreak.Credit: Pascal Guyot/AFP via Getty
With degrees in nursing, public policy and social anthropology,… [+5252 chars]",Nature.com,Christine Ro,https://www.nature.com/articles/d41586-026-00197-5,2026-04-13T00:00:00Z,https://media.nature.com/lw1200/magazine-assets/d41586-026-00197-5/d41586-026-00197-5_52258078.jpg,Gaza conflict,2026-04-14T08:34:55.125504
Health-care workers risk their lives in warzones. Are we protecting them enough?,Humanitarian personnel put themselves in harm’s way to help others. An international law expert explains how we can keep them safe.,"Warzones are full of danger.

But that’s never stopped humanitarian workers from living and working in such places, with the aim of keeping civilians safe.

Humanitarian workers are deployed to locat… [+5411 chars]",The Conversation Africa,"Melanie O'Brien, Professor of International Law, The University of Western Australia",https://theconversation.com/health-care-workers-risk-their-lives-in-warzones-are-we-protecting-them-enough-280256,2026-04-12T19:14:02Z,https://images.theconversation.com/files/729156/original/file-20260410-57-g8311f.jpg?ixlib=rb-4.1.0&rect=0%2C403%2C6048%2C3024&q=45&auto=format&w=1356&h=668&fit=crop,Gaza conflict,2026-04-14T08:34:55.125506
"Full transcript of ""Face the Nation with Margaret Brennan,"" April 12, 2026","On this ""Face the Nation with Margaret Brennan"" broadcast, Israeli Ambassador to the U.S. Michael Leiter and Democratic Sen. Mark Warner of Virginia join Margaret Brennan.","On this ""Face the Nation with Margaret Brennan"" broadcast, moderated by Margaret Brennan: 
<ul><li>Israeli Ambassador to the U.S. Michael Leiter</li><li>Democratic Sen. Mark Warner of Virginia</li><… [+50659 chars]",CBS News,,https://www.cbsnews.com/news/face-the-nation-full-transcript-04-12-2026/,2026-04-12T18:22:10Z,https://assets3.cbsnewsstatic.com/hub/i/r/2026/04/12/51a5d9f4-19d0-4e01-9f90-4dce3a070951/thumbnail/1200x630/49f7d2c04d845d872d13493257298b54/20260412-ftn-segment-1-cam-7-frame-0.jpg,Gaza conflict,2026-04-14T08:34:55.125508
Row over protest at Buchenwald memorial event highlights rising sense of danger in Germany,Crowd warned of growing threats to democracy,"At Buchenwald concentration camp memorial on Sunday, a ceremony to remember Germanys burdened past knocked out a long-planned protest over the countrys contested present.
For weeks, German-based Pal… [+5268 chars]",The Irish Times,,https://www.irishtimes.com/world/europe/2026/04/12/row-over-protest-at-buchenwald-memorial-event-highlights-rising-sense-of-danger-in-germany/,2026-04-12T17:39:44Z,https://www.irishtimes.com/resizer/v2/73OAFC6N5AZECXUY6ZYCX4Y6MA.jpg?smart=true&auth=6de265f4a937ce014a7c1b4cc157937ea7629fbc220b20dc54dcf19a7d97a899&width=1200&height=630,Gaza conflict,2026-04-14T08:34:55.125509
weeklyOSM: weeklyOSM 820,02/04/2026-08/04/2026 [1] An assessment of neighbourhoods using OpenStreetMap data | © L_J_R | map data © by OpenStreetMap Contributors. Mapping Comments on the following proposal have been request…,"02/04/2026-08/04/2026




[1] An assessment of neighbourhoods using OpenStreetMap data | © L_J_R | map data © by OpenStreetMap Contributors.


Mapping
<ul>
<li>Comments on the following proposal ha… [+19670 chars]",Weeklyosm.eu,weeklyOSM,https://weeklyosm.eu/archives/18506,2026-04-12T11:53:19Z,https://weeklyosm.eu/wp-content/uploads/2026/04/WN820_London.png,Gaza conflict,2026-04-14T08:34:55.125511
Guns over people: Rising military spending is eroding quality of life around the world,"When countries expand their military budgets or enter into conflict, the costs go far beyond equipment and munitions.","As Canada celebrates meeting the North Atlantic Treaty Organization (NATO) target of spending two per cent of GDP on defence, its important to remember this spending isnt counted within the concept o… [+7756 chars]",The Conversation Africa,"Ruolz Ariste, Adjunct Professor, School of Public Policy and Administration, Carleton University",https://theconversation.com/guns-over-people-rising-military-spending-is-eroding-quality-of-life-around-the-world-279601,2026-04-12T11:45:58Z,https://images.theconversation.com/files/728477/original/file-20260407-57-t80jnk.jpg?ixlib=rb-4.1.0&rect=0%2C81%2C6000%2C3000&q=45&auto=format&w=1356&h=668&fit=crop,Gaza conflict,2026-04-14T08:34:55.125513
The chronicle of a failure foretold: Why Iran-US peace talks were unlikely to succeed even before they began,Perhaps the only good thing to come out of the talks is the climb-down of both parties from a tone that evoked open hostility to one that is merely accusatory,"The Islamabad talks between Iran and the United States had all the ingredients of a deal doomed from the start, yet there was hope that the two sides would be able to arrive at a modus vivendi to sto… [+4345 chars]",The Indian Express,Vivek Mishra,https://indianexpress.com/article/opinion/columns/the-chronicle-of-a-failure-foretold-why-iran-us-peace-talks-were-unlikely-to-succeed-even-before-they-began-10632709/,2026-04-12T11:38:39Z,https://images.indianexpress.com/2026/04/islamabad-talks.jpg,Gaza conflict,2026-04-14T08:34:55.125515
Over 500 Arrested at London Palestine Action Rally: Protesters Accuse UK of Gaza Genocide Complicity,"LONDON — More than 500 people were arrested Saturday during a peaceful sit-down demonstration in Trafalgar Square against the British government's ban on the direct-action group Palestine Action, as organizers accused officials of complicity in what they call…","LONDON — More than 500 people were arrested Saturday during a peaceful sit-down demonstration in Trafalgar Square against the British government's ban on the direct-action group Palestine Action, as … [+7600 chars]",Ibtimes.com.au,Tony Jackson,https://www.ibtimes.com.au/over-500-arrested-london-palestine-action-rally-protesters-accuse-uk-gaza-genocide-complicity-1866235,2026-04-12T10:10:35Z,https://d.ibtimes.com.au/en/full/1891567/london-united-kingdom.jpg,Gaza conflict,2026-04-14T08:34:55.125521
DOGE Cuts Left U.S. Unable to Help Americans Stranded in Iran War Zone,"Foreign service officers fired in Elon Musk’s workforce purge warn the State Department is unable to help Americans stranded in the Middle East.
The post DOGE Cuts Left U.S. Unable to Help Americans Stranded in Iran War Zone appeared first on The Intercept.","When the U.S. and Israel launched their war on Iran, it put as many as 1 million Americans living in the Middle East at risk. Many found themselves stranded in an expanding war zone by a government w… [+11142 chars]",The Intercept,Nick Turse,https://theintercept.com/2026/04/12/americans-stranded-middle-east-iran-war-doge-cuts/,2026-04-12T09:43:00Z,https://theintercept.com/wp-content/uploads/2026/04/GettyImages-2266368284-e1775854961410.jpg?fit=6000%2C3000&w=1200&h=800,Gaza conflict,2026-04-14T08:34:55.125522
Fierce clash between Netanyahu and Erdogan over the US–Iran ceasefire,"Mutual accusations of “genocide,” “antisemitism,” and regional destabilization - New tensions between Israel and Turkey
The post Fierce clash between Netanyahu and Erdogan over the US–Iran ceasefire appeared first on ProtoThema English.","Israeli Prime Minister Benjamin Netanyahu sharply criticized Turkish President Recep Tayyip Erdogan on Saturday, following the latters recent statements regarding the USIran ceasefire, as the Turkish… [+2580 chars]",Protothema.gr,Newsroom,https://en.protothema.gr/2026/04/12/fierce-clash-between-netanyahu-and-erdogan-over-the-us-iran-ceasefire/,2026-04-12T08:50:00Z,https://en.protothema.gr/wp-content/uploads/2026/04/netanyahu-erdogan.webp,Gaza conflict,2026-04-14T08:34:55.125523
"Activist Criticizes U.S. Religious Policy Alignment, Cites Gaza Conflict","Introduction An activist has publicly accused the United States of weaponizing Christian theology to provide diplomatic cover for Israel’s military actions, including its campaign in Gaza. The critique was leveled by Irish activist and satirist Tadhg Hickey d…","Introduction
An activist has publicly accused the United States of weaponizing Christian theology to provide diplomatic cover for Israel's military actions, including its campaign in Gaza. The criti… [+7126 chars]",Naturalnews.com,Garrison Vance,https://www.naturalnews.com/2026-04-12-tadhg-hickey-criticizes-us-religious-policy-alignment.html,2026-04-12T06:00:00Z,https://www.naturalnews.com/wp-content/uploads/sites/91/2026/04/us-religious-policy-gaza-conflict-israel-us-relations-875-original.jpg,Gaza conflict,2026-04-14T08:34:55.125525
Letters: Imagine if we did negotiation as well as we do escalation,"Madam — Last week, we again watched a situation in this country drift into crisis before any meaningful engagement took place. That is not simply unfortunate — it points to a recurring failure in how the State handles pressure and conflict.","Madam Last week, we again watched a situation in this country drift into crisis before any meaningful engagement took place. That is not simply unfortunate it points to a recurring failure in how the… [+12402 chars]",Independent.ie,Letters to the editor,https://www.independent.ie/opinion/letters/letters-imagine-if-we-did-negotiation-as-well-as-we-do-escalation/a1998576236.html,2026-04-12T04:30:00Z,https://focus.independent.ie/thumbor/JoiW1uki3fv_UZZ-UfDKbjDGrBU=/629x460/smart/prod-mh-ireland/69ee7af0-69cb-458a-b040-d01a012b6990/56f9c541-e8ad-4d89-ace6-fb9f35ac469e/II%20TG%20M9%20PROTEST%206.jpg,Gaza conflict,2026-04-14T08:34:55.125526
Israel slams Spanish government after giant Netanyahu effigy blown up,Israel issues diplomatic reprimand to Spain's top diplomat after a giant effigy of Prime Minister Benjamin Netanyahu packed with gunpowder detonated in a Spanish town.,"Israel has issued a diplomatic reprimand to Spain's most senior diplomat in Tel Aviv following the detonation of a giant effigy of Prime Minister Benjamin Netanyahu in a Spanish town this week.
The … [+2094 chars]",Israelnationalnews.com,Israel National News,https://www.israelnationalnews.com/news/425337,2026-04-12T03:17:00Z,https://2.a7.org/files/pictures/000/1214798.jpg,Gaza conflict,2026-04-14T08:34:55.125528
‘Campaign not over’: Benjamin Netanyahu details Israel’s action against Iran in address,"The remarks came as US and Iranian negotiators met in Islamabad to explore a possible ceasefire, with no breakthrough reported so far.","Israeli Prime Minister Benjamin Netanyahu said Saturday night local time that the operation against Iran is ongoing, declaring in a recorded video statement that while Israel has made major achieveme… [+2559 chars]",The Indian Express,Express Global Desk,https://indianexpress.com/article/world/benjamin-netanyahu-details-israels-action-against-iran-in-address-10631855/,2026-04-12T00:48:45Z,https://images.indianexpress.com/2026/04/US-1-9.jpg,Gaza conflict,2026-04-14T08:34:55.125529
'Can’t send the two real estate developers': Top Dem slams Trump's Iran negotiators,"Sen. Mark Kelly (D-AZ) spoke out on Saturday against special envoy Steve Witkoff and President Donald Trump's son-in-law Jared Kushner taking part in Middle East diplomatic efforts amid the ongoing Iran war, The Hill reported. Witkoff and Kushner were among d…",Sen. Mark Kelly (D-AZ) spoke out on Saturday against special envoy Steve Witkoff and President Donald Trump's son-in-law Jared Kushner taking part in Middle East diplomatic efforts amid the ongoing I… [+1748 chars],Raw Story,Nicole Charky-Chami,https://www.rawstory.com/mark-kelly-donald-trump-iran/,2026-04-11T19:20:49Z,https://www.rawstory.com/media-library/senator-mark-kelly-speaks-during-the-national-action-network-nan-national-convention-in-new-york-city-on-april-11-2026-reut.jpg?id=65509991&width=1200&height=600&coordinates=0%2C167%2C0%2C167,Gaza conflict,2026-04-14T08:34:55.125531
"South Sudan: Both Sides Blocking Aid, Displacing Civilians","Click to expand Image
 



 
 
 

 
 
 
 
 Families gather under a tree at an informal site where displaced people, many from neighboring Jongeli state, have assembled without assistance or shelter at Yolakot informal camp near Mingkaman, Lakes state on Febru…","(Nairobi)  South Sudans military and opposition forces are blocking humanitarian access and unjustifiably ordering civilians to evacuate populated areas, Human Rights Watch said today. Since late 202… [+7887 chars]",Human Rights Watch,Human Rights Watch,https://www.hrw.org/news/2026/04/12/south-sudan-both-sides-blocking-aid-displacing-civilians,2026-04-13T02:00:00Z,https://www.hrw.org/sites/default/files/styles/opengraph/public/media_2026/04/202604africa_southsudan_.jpg.jpg?h=e6ced4b1&itok=s2ML_LrO,Sudan war,2026-04-14T08:34:55.465992
Pope Leo XIV: Eucharist is 'indispensable for Christian life',"""It is through the Eucharist that even our hands become ‘hands of the Risen One',"" the pope said.","The Sunday Eucharist is indispensable for Christian life, said Pope Leo XIV before reciting the Marian prayer of the Regina Caeli on April 12 in St. Peters Square. 
Speaking to crowds gathered in th… [+3387 chars]",Ewtnnews.com,Angela Ambrogetti,https://www.ewtnnews.com/vatican/pope-leo-xiv-eucharist-is-indispensable-for-christian-life,2026-04-12T16:29:53Z,https://res.cloudinary.com/ewtn/image/upload/v1776010879/ewtn-news/en/spw010enq9nadema7v5a.jpg,Sudan war,2026-04-14T08:34:55.466018
"Pope Leo XIV urges ceasefire, protection of civilians in war zones","On Divine Mercy Sunday, the pope prayed for Ukraine, Lebanon, and Sudan.","VATICAN CITY Pope Leo XIV on Sunday renewed appeals for peace in Ukraine, Lebanon, and Sudan, calling on the international community not to look away from the suffering caused by war and insisting th… [+3197 chars]",Ewtnnews.com,ACI Stampa,https://www.ewtnnews.com/vatican/pope-leo-xiv-urges-ceasefire-protection-of-civilians-in-war-zones,2026-04-12T10:45:59Z,https://res.cloudinary.com/ewtn/image/upload/v1767020680/images/mat5054.jpg,Sudan war,2026-04-14T08:34:55.466020
‘It Is Time For Peace!’: Pope Leo XIV Leads Impassioned Pleas For End To Armed Conflicts Across World,"'Prayer is not a refuge in which to hide from our responsibilities, nor an anesthetic to numb the pain provoked by so much injustice'","Alarmed by the escalation of armed conflicts in the Middle East, Pope Leo XIV led a Saturday prayer vigil for peace in Vatican City, urging all to “return home having made a commitment to pray withou… [+10084 chars]",The Daily Caller,Thomas Wong,https://dailycaller.com/2026/04/11/catholic-pope-leo-xiv-prayer-vigil-peace-saint-peters-basilica-iran-war/,2026-04-11T20:05:11Z,"https://images.dailycaller.com/image/width=1280,height=549,fit=cover,format=webp,f=auto/https://cdn01.dailycaller.com/wp-content/uploads/2026/04/Screenshot_20260411_132214_YouTube-e1775929359419.jpg",Sudan war,2026-04-14T08:34:55.466022
