title,description,content,source,author,url,published_at,image_url,search_keyword,collected_at
Pope Leo XIV: Eucharist is 'indispensable for Christian life',"""It is through the Eucharist that even our hands become ‘hands of the Risen One',"" the pope said.","The Sunday Eucharist is indispensable for Christian life, said Pope Leo XIV before reciting the Marian prayer of the Regina Caeli on April 12 in St. Peters Square. 
Speaking to crowds gathered in th… [+3387 chars]",Ewtnnews.com,Angela Ambrogetti,https://www.ewtnnews.com/vatican/pope-leo-xiv-eucharist-is-indispensable-for-christian-life,2026-04-12T16:29:53Z,https://res.cloudinary.com/ewtn/image/upload/v1776010879/ewtn-news/en/spw010enq9nadema7v5a.jpg,Ukraine war,2026-04-14T00:25:50.254866
International Law Won’t Save Us in the Iran War,"The war against Iran has already taken several forms, and it is a month old. The war was announced via Truth Social, without a public address to Congress, and was initially justified as a response to an imminent threat. That framing gave way to a broader invo…","The war against Iran has already taken several forms, and it is a month old. The war was announced via Truth Social, without a public address to Congress, and was initially justified as a response to… [+13927 chars]",Fair Observer,Noga Glucksam,https://www.fairobserver.com/world-news/middle-east-news/international-law-wont-save-us-in-the-iran-war/,2026-04-12T16:27:59Z,https://www.fairobserver.com/wp-content/uploads/2026/04/iran-2.jpg,Ukraine war,2026-04-14T00:25:50.254867
"China, Iran ‘weaponised’ global economy to counter US: report",Global economic competition intensifies as China and Iran use supply chains and trade routes for strategic advantage.  This challenges the United States' former economic dominance.  Nations are now investing in domestic production to build economic defenses. …,"Washington: China and Iran have weaponised the global economy to corner the US by squeezing global supply chains, leveraging commercial links to make strategic gains, according to a report in The Was… [+3481 chars]",The Times of India,PTI,https://economictimes.indiatimes.com/news/international/world-news/china-iran-weaponised-global-economy-to-counter-us-report/articleshow/130210345.cms,2026-04-12T15:20:30Z,"https://img.etimg.com/thumb/msid-130210354,width-1200,height-630,imgsize-130144,overlay-economictimes/articleshow.jpg",Ukraine war,2026-04-14T00:25:50.254869
"Full transcript: IMF's Kristalina Georgieva on ""Face the Nation with Margaret Brennan""","The following is the full transcript of an interview with Kristalina Georgieva, managing director of IMF, that aired on ""Face the Nation with Margaret Brennan"" on April 12, 2026.","The following is the full transcript of an interview with Kristalina Georgieva, managing director of the International Monetary Fund, that aired on ""Face the Nation with Margaret Brennan"" on April 12… [+22102 chars]",CBS News,,https://www.cbsnews.com/news/kristalina-georgieva-face-the-nation-full-transcript-04-12-2026/,2026-04-12T15:18:41Z,https://assets1.cbsnewsstatic.com/hub/i/r/2026/04/11/987a7490-403e-45b3-a58f-87c5be15c06e/thumbnail/1200x630/42d6dba4deeb52682234b26fcbdb2e9e/screenshot-2026-04-11-at-5-16-39-pm.png,Ukraine war,2026-04-14T00:25:50.254870
Trump ignores grilling on price of gas by bragging about strength of market— before war,"President Donald Trump was pressed by Fox News’ Maria Bartiromo on Sunday about the surging costs sparked by his administration’s war against Iran — a line of questioning that the president responded to by pivoting to past market achievements.“The blockade
 …",President Donald Trump was pressed by Fox News Maria Bartiromo on Sunday about the surging costs sparked by his administrations war against Iran a line of questioning that the president responded to … [+1637 chars],Raw Story,Alexander Willis,https://www.rawstory.com/trump-2676703616/,2026-04-12T15:05:08Z,https://www.rawstory.com/media-library/image.jpg?id=65510881&width=1200&height=600&coordinates=0%2C417%2C0%2C417,Ukraine war,2026-04-14T00:25:50.254871
"In 2011, Barack Obama said it was time to ‘pivot’ to Asia. But 15 years later, the U.S. is still at war in the Middle East","“Rebalancing to Asia is highly relevant to America’s national interests, but it has been undercut by many bad decisions.”","In 2011, President Barack Obama declared it was time for America to leave behind the wars in Iraq and Afghanistan and pivot to Asia to counter the rise of China. Fifteen years later, the U.S. finds i… [+6206 chars]",Fortune,"Didi Tang, The Associated Press",https://fortune.com/2026/04/12/pivot-asia-us-china-talks-trump-xi-jinping-iran-war/,2026-04-12T14:46:30Z,"https://fortune.com/img-assets/wp-content/uploads/2026/04/AP26100722581731-e1776004950296.jpg?resize=1200,600",Ukraine war,2026-04-14T00:25:50.254873
Ukraine-Russia blame game over Easter ceasefire violations - politico.eu,"Ukraine-Russia blame game over Easter ceasefire violationspolitico.eu Russian Offensive Campaign Assessment, April 11, 2026Institute for the Study of War Russia, Ukraine trade accusations of Orthodox Easter ceasefire violationsReuters 'We need real peace': Ea…",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,Slashdot.org,feedfeeder,https://slashdot.org/firehose.pl?op=view&amp;id=181641474,2026-04-12T14:33:00Z,,Ukraine war,2026-04-14T00:25:50.254874
“The EU has developed tools capable of shaping national elections”—Democracy Interference Observatory head Richard Schenk,"Richard Schenk heads the Democracy Interference Observatory (DIO) at MCC Brussels, a project dedicated to tracking the ways in which European institutions, Brussels-funded networks and certain political actors intervene in national campaigns across the Europe…","Skip to comments.
The EU has developed tools capable of shaping national electionsDemocracy Interference Observatory head Richard SchenkThe European Conservative ^
 | 11 Apr, 2026
 | Javier Villam… [+10831 chars]",Freerepublic.com,The European Conservative,https://freerepublic.com/focus/f-chat/4374609/posts,2026-04-12T14:31:17Z,,Ukraine war,2026-04-14T00:25:50.254875
"Full transcript of ""Face the Nation with Margaret Brennan,"" April 12, 2026","On this ""Face the Nation with Margaret Brennan"" broadcast, Israeli Ambassador to the U.S. Michael Leiter and Democratic Sen. Mark Warner of Virginia join Margaret Brennan.","On this ""Face the Nation with Margaret Brennan"" broadcast, moderated by Margaret Brennan: 
<ul><li>Israeli Ambassador to the U.S. Michael Leiter</li><li>Democratic Sen. Mark Warner of Virginia</li><… [+50659 chars]",CBS News,,https://www.cbsnews.com/news/face-the-nation-full-transcript-04-12-2026/,2026-04-12T18:22:10Z,https://assets3.cbsnewsstatic.com/hub/i/r/2026/04/12/51a5d9f4-19d0-4e01-9f90-4dce3a070951/thumbnail/1200x630/49f7d2c04d845d872d13493257298b54/20260412-ftn-segment-1-cam-7-frame-0.jpg,Gaza conflict,2026-04-14T00:25:50.615097
Row over protest at Buchenwald memorial event highlights rising sense of danger in Germany,Crowd warned of growing threats to democracy,"At Buchenwald concentration camp memorial on Sunday, a ceremony to remember Germanys burdened past knocked out a long-planned protest over the countrys contested present.
For weeks, German-based Pal… [+5268 chars]",The Irish Times,,https://www.irishtimes.com/world/europe/2026/04/12/row-over-protest-at-buchenwald-memorial-event-highlights-rising-sense-of-danger-in-germany/,2026-04-12T17:39:44Z,https://www.irishtimes.com/resizer/v2/73OAFC6N5AZECXUY6ZYCX4Y6MA.jpg?smart=true&auth=6de265f4a937ce014a7c1b4cc157937ea7629fbc220b20dc54dcf19a7d97a899&width=1200&height=630,Gaza conflict,2026-04-14T00:25:50.615104
weeklyOSM: weeklyOSM 820,02/04/2026-08/04/2026 [1] An assessment of neighbourhoods using OpenStreetMap data | © L_J_R | map data © by OpenStreetMap Contributors. Mapping Comments on the following proposal have been request…,"02/04/2026-08/04/2026




[1] An assessment of neighbourhoods using OpenStreetMap data | © L_J_R | map data © by OpenStreetMap Contributors.


Mapping
<ul>
<li>Comments on the following proposal ha… [+19670 chars]",Weeklyosm.eu,weeklyOSM,https://weeklyosm.eu/archives/18506,2026-04-12T11:53:19Z,https://weeklyosm.eu/wp-content/uploads/2026/04/WN820_London.png,Gaza conflict,2026-04-14T00:25:50.615106
Guns over people: Rising military spending is eroding quality of life around the world,"When countries expand their military budgets or enter into conflict, the costs go far beyond equipment and munitions.","As Canada celebrates meeting the North Atlantic Treaty Organization (NATO) target of spending two per cent of GDP on defence, its important to remember this spending isnt counted within the concept o… [+7756 chars]",The Conversation Africa,"Ruolz Ariste, Adjunct Professor, School of Public Policy and Administration, Carleton University",https://theconversation.com/guns-over-people-rising-military-spending-is-eroding-quality-of-life-around-the-world-279601,2026-04-12T11:45:58Z,https://images.theconversation.com/files/728477/original/file-20260407-57-t80jnk.jpg?ixlib=rb-4.1.0&rect=0%2C81%2C6000%2C3000&q=45&auto=format&w=1356&h=668&fit=crop,Gaza conflict,2026-04-14T00:25:50.615107
The chronicle of a failure foretold: Why Iran-US peace talks were unlikely to succeed even before they began,Perhaps the only good thing to come out of the talks is the climb-down of both parties from a tone that evoked open hostility to one that is merely accusatory,"The Islamabad talks between Iran and the United States had all the ingredients of a deal doomed from the start, yet there was hope that the two sides would be able to arrive at a modus vivendi to sto… [+4345 chars]",The Indian Express,Vivek Mishra,https://indianexpress.com/article/opinion/columns/the-chronicle-of-a-failure-foretold-why-iran-us-peace-talks-were-unlikely-to-succeed-even-before-they-began-10632709/,2026-04-12T11:38:39Z,https://images.indianexpress.com/2026/04/islamabad-talks.jpg,Gaza conflict,2026-04-14T00:25:50.615108
Over 500 Arrested at London Palestine Action Rally: Protesters Accuse UK of Gaza Genocide Complicity,"LONDON — More than 500 people were arrested Saturday during a peaceful sit-down demonstration in Trafalgar Square against the British government's ban on the direct-action group Palestine Action, as organizers accused officials of complicity in what they call…","LONDON — More than 500 people were arrested Saturday during a peaceful sit-down demonstration in Trafalgar Square against the British government's ban on the direct-action group Palestine Action, as … [+7600 chars]",Ibtimes.com.au,Tony Jackson,https://www.ibtimes.com.au/over-500-arrested-london-palestine-action-rally-protesters-accuse-uk-gaza-genocide-complicity-1866235,2026-04-12T10:10:35Z,https://d.ibtimes.com.au/en/full/1891567/london-united-kingdom.jpg,Gaza conflict,2026-04-14T00:25:50.615109
DOGE Cuts Left U.S. Unable to Help Americans Stranded in Iran War Zone,"Foreign service officers fired in Elon Musk’s workforce purge warn the State Department is unable to help Americans stranded in the Middle East.
The post DOGE Cuts Left U.S. Unable to Help Americans Stranded in Iran War Zone appeared first on The Intercept.","When the U.S. and Israel launched their war on Iran, it put as many as 1 million Americans living in the Middle East at risk. Many found themselves stranded in an expanding war zone by a government w… [+11142 chars]",The Intercept,Nick Turse,https://theintercept.com/2026/04/12/americans-stranded-middle-east-iran-war-doge-cuts/,2026-04-12T09:43:00Z,https://theintercept.com/wp-content/uploads/2026/04/GettyImages-2266368284-e1775854961410.jpg?fit=6000%2C3000&w=1200&h=800,Gaza conflict,2026-04-14T00:25:50.615110
Fierce clash between Netanyahu and Erdogan over the US–Iran ceasefire,"Mutual accusations of “genocide,” “antisemitism,” and regional destabilization - New tensions between Israel and Turkey
The post Fierce clash between Netanyahu and Erdogan over the US–Iran ceasefire appeared first on ProtoThema English.","Israeli Prime Minister Benjamin Netanyahu sharply criticized Turkish President Recep Tayyip Erdogan on Saturday, following the latters recent statements regarding the USIran ceasefire, as the Turkish… [+2580 chars]",Protothema.gr,Newsroom,https://en.protothema.gr/2026/04/12/fierce-clash-between-netanyahu-and-erdogan-over-the-us-iran-ceasefire/,2026-04-12T08:50:00Z,https://en.protothema.gr/wp-content/uploads/2026/04/netanyahu-erdogan.webp,Gaza conflict,2026-04-14T00:25:50.615111
"Activist Criticizes U.S. Religious Policy Alignment, Cites Gaza Conflict","Introduction An activist has publicly accused the United States of weaponizing Christian theology to provide diplomatic cover for Israel’s military actions, including its campaign in Gaza. The critique was leveled by Irish activist and satirist Tadhg Hickey d…","Introduction
An activist has publicly accused the United States of weaponizing Christian theology to provide diplomatic cover for Israel's military actions, including its campaign in Gaza. The criti… [+7126 chars]",Naturalnews.com,Garrison Vance,https://www.naturalnews.com/2026-04-12-tadhg-hickey-criticizes-us-religious-policy-alignment.html,2026-04-12T06:00:00Z,https://www.naturalnews.com/wp-content/uploads/sites/91/2026/04/us-religious-policy-gaza-conflict-israel-us-relations-875-original.jpg,Gaza conflict,2026-04-14T00:25:50.615113
Letters: Imagine if we did negotiation as well as we do escalation,"Madam — Last week, we again watched a situation in this country drift into crisis before any meaningful engagement took place. That is not simply unfortunate — it points to a recurring failure in how the State handles pressure and conflict.","Madam Last week, we again watched a situation in this country drift into crisis before any meaningful engagement took place. That is not simply unfortunate it points to a recurring failure in how the… [+12402 chars]",Independent.ie,Letters to the editor,https://www.independent.ie/opinion/letters/letters-imagine-if-we-did-negotiation-as-well-as-we-do-escalation/a1998576236.html,2026-04-12T04:30:00Z,https://focus.independent.ie/thumbor/JoiW1uki3fv_UZZ-UfDKbjDGrBU=/629x460/smart/prod-mh-ireland/69ee7af0-69cb-458a-b040-d01a012b6990/56f9c541-e8ad-4d89-ace6-fb9f35ac469e/II%20TG%20M9%20PROTEST%206.jpg,Gaza conflict,2026-04-14T00:25:50.615114
Israel slams Spanish government after giant Netanyahu effigy blown up,Israel issues diplomatic reprimand to Spain's top diplomat after a giant effigy of Prime Minister Benjamin Netanyahu packed with gunpowder detonated in a Spanish town.,"Israel has issued a diplomatic reprimand to Spain's most senior diplomat in Tel Aviv following the detonation of a giant effigy of Prime Minister Benjamin Netanyahu in a Spanish town this week.
The … [+2094 chars]",Israelnationalnews.com,Israel National News,https://www.israelnationalnews.com/news/425337,2026-04-12T03:17:00Z,https://2.a7.org/files/pictures/000/1214798.jpg,Gaza conflict,2026-04-14T00:25:50.615115
‘Campaign not over’: Benjamin Netanyahu details Israel’s action against Iran in address,"The remarks came as US and Iranian negotiators met in Islamabad to explore a possible ceasefire, with no breakthrough reported so far.","Israeli Prime Minister Benjamin Netanyahu said Saturday night local time that the operation against Iran is ongoing, declaring in a recorded video statement that while Israel has made major achieveme… [+2559 chars]",The Indian Express,Express Global Desk,https://indianexpress.com/article/world/benjamin-netanyahu-details-israels-action-against-iran-in-address-10631855/,2026-04-12T00:48:45Z,https://images.indianexpress.com/2026/04/US-1-9.jpg,Gaza conflict,2026-04-14T00:25:50.615116
'Can’t send the two real estate developers': Top Dem slams Trump's Iran negotiators,"Sen. Mark Kelly (D-AZ) spoke out on Saturday against special envoy Steve Witkoff and President Donald Trump's son-in-law Jared Kushner taking part in Middle East diplomatic efforts amid the ongoing Iran war, The Hill reported. Witkoff and Kushner were among d…",Sen. Mark Kelly (D-AZ) spoke out on Saturday against special envoy Steve Witkoff and President Donald Trump's son-in-law Jared Kushner taking part in Middle East diplomatic efforts amid the ongoing I… [+1748 chars],Raw Story,Nicole Charky-Chami,https://www.rawstory.com/mark-kelly-donald-trump-iran/,2026-04-11T19:20:49Z,https://www.rawstory.com/media-library/senator-mark-kelly-speaks-during-the-national-action-network-nan-national-convention-in-new-york-city-on-april-11-2026-reut.jpg?id=65509991&width=1200&height=600&coordinates=0%2C167%2C0%2C167,Gaza conflict,2026-04-14T00:25:50.615117
"Pro-Palestinian organizers end Giller Prize boycott, citing successful campaign",CanLit Responds says the group received confirmation in the form of an email from executive director Elana Rabinovitch that the Giller no longer has sponsorship ties to Scotiabank or the Azrieli Foundation.,"A Pro-Palestinian group that organized collective action against the Giller Prize more than a year ago says its boycott of the literary event is over.
CanLit Responds says the group received confirm… [+5953 chars]",CBC News,,https://www.cbc.ca/news/entertainment/giller-prize-boycott-ends-9.7160540,2026-04-11T19:20:36Z,"https://i.cbc.ca/ais/f7c66160-6132-4017-8ea5-0c83738fcea6,1775933416055/full/max/0/default.jpg?im=Crop%2Crect%3D%280%2C156%2C3000%2C1687%29%3BResize%3D620",Gaza conflict,2026-04-14T00:25:50.615118
Congress reviewing forces that are fueling campus antisemitism,"American public support for Israel plunged after Hamas jihadists killed 1,200 in 2023 ambush","Members of the Islamic terror group Hamas publicly execute their enemies on Monday, Oct. 13, 2025
According to a recent Gallup poll, Forty-one percent of Americans now say they sympathize more with … [+10588 chars]",Wnd.com,RealClearWire,https://www.wnd.com/2026/04/congress-reviewing-forces-that-are-fueling-campus-antisemitism/,2026-04-11T18:09:34Z,https://www.wnd.com/wp-content/uploads/2025/10/hamas-public-executions-20251013-jpg.jpg,Gaza conflict,2026-04-14T00:25:50.615119
US-Israeli Strikes on Iran’s Universities Signal Higher Ed No Longer Off-Limits,"Even if the ceasefire holds and the war comes to an end, Iran’s academia will bear great costs and long-term impacts.","Honest, paywall-free news is rare. Please support our boldly independent journalism with a donation of any size.
Throughout their war on Iran, the U.S. and Israel broke many norms of military engage… [+13022 chars]",Truthout,Kourosh Ziabari,https://truthout.org/articles/us-israeli-strikes-on-irans-universities-signal-higher-ed-no-longer-off-limits/,2026-04-11T14:47:29Z,https://truthout.org/app/uploads/2026/04/GettyImages-2269164034.jpg,Gaza conflict,2026-04-14T00:25:50.615121
Latvia's first 100 days on the UN Security Council: keeping Russia's war in Ukraine high on the international agenda,"Friday, 10 April 2026, marks 100 days since Latvia began its work on the UN Security Council (UNSC). As a full member of the UNSC, Latvia participates in all regular meetings, decision-making processes, and the formulation of the Council's positions, addressi…","Republic of Latvia - Ministry of Foreign Affairs
Published: 11.04.2026.
Friday, 10 April 2026, marks 100 days since Latvia began its work on the UN Security Council (UNSC). As a full member of the … [+15166 chars]",Globalsecurity.org,John Pike,https://www.globalsecurity.org/wmd/library/news/ukraine/2026/04/ukraine-260411-latvia-mfa01.htm,2026-04-11T12:00:00Z,,Gaza conflict,2026-04-14T00:25:50.615122
"Pope Leo XIV urges ceasefire, protection of civilians in war zones","On Divine Mercy Sunday, the pope prayed for Ukraine, Lebanon, and Sudan.","VATICAN CITY Pope Leo XIV on Sunday renewed appeals for peace in Ukraine, Lebanon, and Sudan, calling on the international community not to look away from the suffering caused by war and insisting th… [+3197 chars]",Ewtnnews.com,ACI Stampa,https://www.ewtnnews.com/vatican/pope-leo-xiv-urges-ceasefire-protection-of-civilians-in-war-zones,2026-04-12T10:45:59Z,https://res.cloudinary.com/ewtn/image/upload/v1767020680/images/mat5054.jpg,Sudan war,2026-04-14T00:25:50.977629
‘It Is Time For Peace!’: Pope Leo XIV Leads Impassioned Pleas For End To Armed Conflicts Across World,"'Prayer is not a refuge in which to hide from our responsibilities, nor an anesthetic to numb the pain provoked by so much injustice'","Alarmed by the escalation of armed conflicts in the Middle East, Pope Leo XIV led a Saturday prayer vigil for peace in Vatican City, urging all to “return home having made a commitment to pray withou… [+10084 chars]",The Daily Caller,Thomas Wong,https://dailycaller.com/2026/04/11/catholic-pope-leo-xiv-prayer-vigil-peace-saint-peters-basilica-iran-war/,2026-04-11T20:05:11Z,"https://images.dailycaller.com/image/width=1280,height=549,fit=cover,format=webp,f=auto/https://cdn01.dailycaller.com/wp-content/uploads/2026/04/Screenshot_20260411_132214_YouTube-e1775929359419.jpg",Sudan war,2026-04-14T00:25:50.977631
A Widening Gulf,"“It would be a mistake to treat the Gulf as politically homogeneous. The war has clearly shown the weight of Saudi Arabia and the UAE, but it has not eliminated the different calculations of other Gulf states.”","The United Arab Emirates has invested a lot of money in its appearance: its skyscrapers, which include the tallest in the world; its luxury hotels; its partnerships with prestigious Western universit… [+13216 chars]",The New York Review of Books,"Adam Hanieh, Nawal Arjini",https://www.nybooks.com/online/2026/04/11/a-widening-gulf-adam-hanieh/,2026-04-11T14:30:00Z,https://www.nybooks.com/wp-content/uploads/2026/04/Hanieh_041126-900.jpg,Sudan war,2026-04-14T00:25:50.977632
Abu Dhabi’s Kill List: Inside the Israel–UAE Mercenary Death Squads from Yemen to Serbia,Freddie Ponton21st Century Wire A Gulf monarchy hired an Israeli‑Hungarian mercenary and a team of American special forces veterans to run a black‑budget assassination program against a civilian political party in Yemen. It did this while posing in Washington…,"Freddie Ponton21st Century Wire
A Gulf monarchy hired an IsraeliHungarian mercenary and a team of American special forces veterans to run a blackbudget assassination program against a civilian polit… [+22516 chars]",Activistpost.com,Editor,https://www.activistpost.com/abu-dhabis-kill-list-inside-the-israel-uae-mercenary-death-squads-from-yemen-to-serbia/,2026-04-11T02:00:00Z,https://www.activistpost.com/wp-content/uploads/2026/04/Golan.jpg,Sudan war,2026-04-14T00:25:50.977635
