video_id,title,description,channel,published_at,tags,thumbnail_url,view_count,like_count,comment_count,search_keyword,collected_at
4h1hf8nmJek,Iran Israel War LIVE: Israel Iran Conflict | Iran US Ceasefire | Iran Israel US Tensions |World News,"Iran Israel War LIVE: Israel Iran Conflict | ईरान-इजरायल युद्ध पर सबसे बड़ी खबर | US Iran War | Iran Israel US Tensions | World News Live | US vs Iran War Update | US Pilot Rescue | Iran War Latest News | LIVE War Update | War Breaking | Trump | Iran US Ceasefire | Strait Of Hormuz Re Open | Pakistan | Shehbaz Sharif | Iran US Peace Talks Failed | Israel Vs Lebanon

#live  #iranisraelwar #trump #breakingnews #donaldtrump  #worldwar3  #israelwar  #tehran  #breakingnews  #middleeastcrisis  #warupdate  #irgc  #saudiarabia  #internationalnews #iran #iranusceasefire 

Stay Ahead. Stay Updated. Stay Informed.
LIVE Alerts & Breaking News — Only on the Times Now Navbharat App
📥 Install Now: https://bit.ly/4cwQe4j


US vs Iran War Day 9, Donald Trump Iran Oil attack, Toxic Rain in Tehran, US 5th Fleet attack Bahrain, THAAD Radar destroyed Iran, America capture Iran Uranium, Mojtaba Khamenei new leader, Sheshnag 150 drone India, Project Kaal drone, Shahed 136 vs Sheshnag, Dubai Marina attack, Burj Khalifa evacuated, Iran missile city bunker, Trump vs Khamenei, World War 3 latest update, Middle East war news today, IRGC vs USA, International News Hindi, Breaking news war today



You can Search us on YouTube by- NBT, NBT TV Live, Navbharat Times, Times Now, TNN, TNNB, Navbharat TV, Hindi News, Latest news and @timesnownavbharat

About Channel: 
Times Now Navbharat देश का No.1 Hindi news है। यह चैनल भारत और दुनिया से जुड़ी हर Latest News और Breaking News , राजनीति, मनोरंजन और खेल से जुड़े समाचार आपके लिए लेकर आता है। इसलिए सब्सक्राइब करें और बने रहें टाइम्स नाउ नवभारत के साथ 

Times Now Navbharat is India's fastest growing Hindi News Channel with 24 hour coverage. Get Breaking news, Latest news, Politics news, Entertainment news and Sports news from India & World on Times Now Navbharat. 
------------------------------------------------------------------------------------------------------------- 
Watch Live TV : https://www.timesnowhindi.com/live-tv 

Subscribe to our other network channels: 
Times Now: https://www.youtube.com/TimesNow 
Zoom: https://www.youtube.com/zoomtv 

------------------------------------------------------------------------------------------------------------- 

You can also visit our website at: https://www.timesnowhindi.com
Download our App for Breaking News: https://tinyurl.com/bde8rv84
Like us on Facebook: https://www.facebook.com/Timesnownavbharat 
Follow us on Twitter: https://twitter.com/TNNavbharat 
Follow us on Instagram: https://www.instagram.com/timesnownavbharat",Times Now Navbharat,2026-04-14T00:28:38Z,live|iran us war|trump|trump iran|Operation Epic Fury Iran|US Israel attack on Tehran|GBU-57 bunker buster Iran|Donald Trump Iran strategy|Israel Mossad Iran operation|World War 3 latest update|Breaking News War|iran israel conflict|world news|iran|iran news|us iran war 2026|iran retaliation|america vs iran war|middle east war|iran attack usa|israel|iran us ceasefire|pakistan|strait of hormuz|america|iran us peace talk failed|israel attacks lebanon|munir,https://i.ytimg.com/vi/4h1hf8nmJek/hqdefault_live.jpg,26521,300,0,Gaza conflict,2026-04-14T08:34:50.662763
L1ZazCUksjg,The Truth Behind What’s Happening in Gaza,"Is This the Real Motive Behind the Conflict?

#Gaza #Palestine #MiddleEast #HumanRights #wartruth",Unfiltered Buzz,2026-04-14T00:03:55Z,gaza|palestine|israel|israel palestine conflict|middle east conflict|gaza war|palestinian civilians|human rights|war analysis|geopolitics|global news|current affairs|conflict analysis|world politics|humanitarian crisis,https://i.ytimg.com/vi/L1ZazCUksjg/hqdefault.jpg,2,1,0,Gaza conflict,2026-04-14T08:34:50.662773
oKoQmrWMd-k,The role of the Us in Gaza conflict debate.#bs#short#viral#clip#debate#for,,BS Sharp Debate Hub,2026-04-13T23:37:58Z,,https://i.ytimg.com/vi/oKoQmrWMd-k/hqdefault.jpg,499,0,1,Gaza conflict,2026-04-14T08:34:50.662790
JmEtCXi3-ZA,WW3 Begins? US Iran War Update | Turkey vs Israel Tensions Explained #warupdate  #shorts,"Is World War 3 about to begin? 🌍

Tensions are rising as the US vs Iran conflict escalates, with strong statements from Donald Trump about possible actions in the Strait of Hormuz. This region controls a huge portion of the world’s oil supply, making the situation even more dangerous.

At the same time, tensions between Recep Tayyip Erdoğan and Benjamin Netanyahu are increasing, raising concerns about a wider conflict in the Middle East.

If global powers like China and Russia get involved, experts fear this situation could escalate into a global war.

👉 Is this the beginning of WW3 or just another geopolitical crisis?

Watch till the end and share your opinion in the comments. 

#ww3 #iranuswar #breakingnews #geopolitics #middleeast #trump #erdogan #netanyahu #worldnews #warupdate",Tabish Bin Tahir,2026-04-13T18:10:50Z,world war 3|ww3 2026|us iran war|iran vs usa|trump iran news|strait of hormuz crisis|middle east war|turkey vs israel|erdogan netanyahu tensions|global conflict 2026|breaking news geopolitics|ww3 prediction|oil crisis news|global war alert|geopolitics explained,https://i.ytimg.com/vi/JmEtCXi3-ZA/hqdefault.jpg,18896,1788,49,Gaza conflict,2026-04-14T08:34:50.662793
FpAFTlskBls,MODERN HITLER? NETANYAHU & THE GAZA WAR EXPOSED۔,"MODERN HITLER? NETANYAHU & THE GAZA WAR EXPOSED#geopolitics #militaryanalysis #USforeignpolicy #globalconflict #powerpolitics #worldwar #NATO #MiddleEast #multipolarworld #defensestrategy #internationalrelations #globalsecurity #waranalysis #politicalanalysis #worldnews #USmilitary #ChinaVsUSA #IranConflict #IsraelConflict #globaltensions #wardocumentary #intelligencereport #globalpowershifts

#IranDrones #MerkavaTank #IDF #MiddleEastWar #DroneWarfare #IRGCStrike #USCommandInsight #GeopoliticsExplained



A deep and hard-hitting analysis of the ongoing Gaza conflict, political decisions, and humanitarian crisis. This documentary explores the controversial leadership, war strategy, and global reactions shaping the Middle East.۔


#Netanyahu #GazaWar #Israel #Palestine #MiddleEastCrisis #BreakingNews #WarAnalysis #PoliticalDocumentary #Gaza #IsraelPalestine #WorldPolitics #HumanitarianCrisis #WarNews #TrendingNews #GlobalConflict #YouTubeDocumentary #MiddleEast #Politics #CurrentAffairs #NewsAnalysis",Jiank Intelligence,2026-04-13T16:40:51Z,#GazaWar|#Netanyahu|#IsraelPalestine|#YouTubeDocumentary,https://i.ytimg.com/vi/FpAFTlskBls/hqdefault.jpg,5,0,0,Gaza conflict,2026-04-14T08:34:50.662796
ZL_od3tJYkM,Israel spends over $11.5 BILLION on war 💣||#Israel #Iran #IsraelIranWar #WarCost #BreakingNews,"Israel spends over $11.5 BILLION on war 💣||#Israel #Iran #IsraelIranWar #WarCost #BreakingNews
#MiddleEast #TelAviv #Gaza #MilitarySpending #GlobalNews #WarUpdate #Economy #Defense #Geopolitics #Conflict #WorldNews #TrendingNow #ViralNews #NewsUpdate #InternationalNews",All news update ,2026-04-13T16:33:27Z,Israel Iran war|Israel war cost|Tel Aviv news today|Israel defense budget|Israel 11.5 billion loss|Middle East war news|breaking news Israel|Iran vs Israel latest update|Israel economy impact|war budget 2026|Israel finance ministry news|world news today|viral news 2026|Israel crisis update,https://i.ytimg.com/vi/ZL_od3tJYkM/hqdefault.jpg,3,1,0,Gaza conflict,2026-04-14T08:34:50.662800
MVRPQ9YRCpA,You’ve Never Seen Gaza Like This Before 💔🇵🇸  #gaza #duet #humanity,"You’ve Never Seen Gaza Like This Before 💔🇵🇸  #gaza #duet #humanity

تمام — هذا الإصدار الكامل بالإنجليزي 100% ومضبوط للجمهور الأمريكي + SEO 👇🔥

⸻

📌 YouTube Description (Optimized + Emotional)

Discover a side of Gaza you’ve never seen before.
This is not what you see in the news.

Through real moments, daily life, and human resilience, this video shows the reality of living in Gaza today.

From simple routines to powerful emotions — this is Gaza through my eyes.

If this video moved you, please like, share, and subscribe to support real stories from the ground.

📍 Filmed in Gaza
🎥 Real life. Real people. Real stories.

⸻

🔑 Keywords (SEO Keywords)

Gaza, Gaza vlog, life in Gaza, Gaza daily life, Palestine vlog, Gaza 2026, real life in Gaza, Gaza documentary, Gaza people, Gaza reality, Gaza war reality, daily life Palestine, Gaza story, Middle East vlog, Gaza survival, life under war, Gaza resilience, real Gaza footage

 • Gaza
 • Palestine
 • Gaza vlog
 • Gaza life
 • Palestine vlog
 • Gaza news
 • Gaza war

 • what life is really like in Gaza
 • daily life in Gaza 2026
 • real stories from Gaza
 • how people live in Gaza today
 • Gaza vlog real life under war
 • real footage from Gaza daily life
 • Gaza documentary real people
 • life in Gaza not shown in media
 • what media doesn’t show about Gaza
 • Gaza human stories

#Gaza #Palestine #GazaVlog #GazaLife #RealStories #Documentary #MiddleEast #HumanStories #DailyLife #FreePalestine

💡 Pro Tip (Important for US Audience 🇺🇸)
 • Put “Gaza” in the title + first line of description (strong SEO signal)
 • Keep emotional hook in first 2 lines (you did that perfectly)
 • Don’t overuse hashtags — 5–8 is enough",Mohammed Almansi | Gaza Reality,2026-04-13T16:11:14Z,Gaza|Palestine|Gaza vlog|Gaza life|Palestine vlog|Gaza news|Gaza war|what life is really like in Gaza|daily life in Gaza 2026|real stories from Gaza|how people live in Gaza today|Gaza vlog real life under war|real footage from Gaza daily life|Gaza documentary real people|life in Gaza not shown in media|what media doesn’t show about Gaza|Gaza human stories,https://i.ytimg.com/vi/MVRPQ9YRCpA/hqdefault.jpg,54,17,6,Gaza conflict,2026-04-14T08:34:50.662803
-RDylCEhWGA,Cosa RACCONTANO i palestinesi SOPRAVVISSUTI al SISTEMA CARCERARIO ISRAELIANO? #gaza #israele,"GUARDA IL VIDEO COMPLETO QUI: 

🎥 PENA di MORTE e GENOCIDIO a Gaza: è la fine del DIRITTO INTERNAZIONALE? (con Raffaele Oriani):

https://youtu.be/rvhCEnsJBDc 

____

Iscriviti alla nostra newsletter e ricevi in omaggio ora l'audiolibro completo di Giò Fumagalli ""Stupido Marketing: principi di Monetizzazione Strategica"". 
📗 Scaricalo qui: https://bit.ly/audio-SM

____ 

Ibex Edizioni è una nuova casa editrice italiana. 
Produciamo libri per chi scala il futuro.

----------------------------------------------------------------------------------

🔵 ENTRA NEL NOSTRO GRUPPO TELEGRAM: https://t.me/ibex_edizioni

----------------------------------------------------------------------------------

📚 VISITA IL CATALOGO SU: https://www.ibexedizioni.com

----------------------------------------------------------------------------------
Ci focalizziamo su argomenti tecnici come il pensiero strategico, il pensiero critico, marketing, tecnologia, storia e imprenditoria, senza però trascurare le soft skill necessarie alla futura classe dirigente: proprio per questo motivo rilasciamo anche nuove edizioni dei grandi classici (in italiano corrente!) e libri che ruotano attorno a tematiche come la filosofia, la sociologia e la politica.

🟣 Non perderti gli ultimi aggiornamenti iscrivendoti al canale e seguendoci su
• LinkedIn: https://www.linkedin.com/company/ibex-edizioni
• Instagram: https://www.instagram.com/ibex.edizioni/",Ibex Edizioni,2026-04-13T16:00:00Z,Ibex Edizioni|Raffaele Oriani|Israele|Stati Uniti|Iran|Libano|Cisgiordania|GENOCIDIO in PALESTINA|Palestina|Gaza|Genocidio a Gaza|PENA DI MORTE|Pena di morte in Israele|RESISTENZA PALESTINESE|Messianesimo|Messianesimo Ebraico|Messianesimo politico|Guerra in libano|Hezbollah|Hamas|Esista ancora HAMAS?|FATIMA HASSOUNA|Chi era fatima hassouna?|Benjamin Netanyahu|Pedro Sánchez|scorta mediatica|Guerra contro l'iran|territori occupati da israele,https://i.ytimg.com/vi/-RDylCEhWGA/hqdefault.jpg,1044,40,3,Gaza conflict,2026-04-14T08:34:50.662806
WqYKpCOOCYo,Israel vs Palestine Full History Explained in Hindi | Gaza War DocumentaryIsrael Palestine Conflict,"Israel aur Palestine ke beech ka sangharsh duniya ke sabse purane aur jatil conflicts me se ek hai. Is video me hum aapko is conflict ki poori history, asal wajah, aur aaj tak chal rahe tension ke baare me detail me samjhayenge.
Is documentary me aap jaanenge:
Israel aur Palestine ka itihas
1948 se lekar ab tak ke major wars
Gaza Strip aur West Bank ka mudda
Religion aur politics ka role
Aaj ki situation aur future kya ho sakta hai
Agar aap Middle East conflict ko simple aur clear Hindi me samajhna chahte hain, to ye video aapke liye perfect hai.
👉 Video ko LIKE kare 👍
👉 Channel ko SUBSCRIBE kare 🔔
👉 Apna opinion comment me zaroor share kare",AZ Entertainment ,2026-04-13T15:51:55Z,,https://i.ytimg.com/vi/WqYKpCOOCYo/hqdefault.jpg,7,0,0,Gaza conflict,2026-04-14T08:34:50.662809
lQpJpvv97f4,ফিলিস্তিনিদের বিরুদ্ধে যুদ্ধের ঘোষণা? 🗽 #FreePalestine #MizanurRahmanAzhari #Palestine #Azhari #Gaza,"ফিলিস্তিনিদের বিরুদ্ধে যুদ্ধের ঘোষণা? 🗽 #FreePalestine #MizanurRahmanAzhari #Palestine #Azhari #Gaza #2026 #IslamicWaz #ViralShorts #Trending #MuslimUmmah #SavePalestine #IslamicStatus #AzhariWaz #VictoryOfIslam





Mizanur Rahman Azhari, Azhari on Palestine, Palestine war story, ২০২৬ ফিলিস্তিন আজহারী, ফিলিস্তিন নিয়ে আজহারীর ওয়াজ, আজহারীর নতুন ভিডিও ২০২৬, Gaza war update Azhari, Islamic motivation Palestine, আজহারীর হুংকার ফিলিস্তিন, Viral Islamic Shorts, Victory of Palestine 2026.



#FreePalestine #MizanurRahmanAzhari #Palestine #Azhari #Gaza #2026 #IslamicWaz #ViralShorts #Trending #MuslimUmmah #SavePalestine #IslamicStatus #AzhariWaz #VictoryOfIslam







Copyright Disclaimer Under Section 107 of the Copyright Act 1976"" permits ""fair use"" for purposes including criticism, commentary, news reporting, teaching, scholarly research, and more. This provision in copyright law allows for the utilization of copyrighted content that might otherwise be considered infringement. It is designed to tip the balance in favor of non-profit, educational, or personal use.



Facebook- https://www.facebook.com/profile.php?id=100085095111792",off one Media,2026-04-13T15:47:52Z,Mizanur Rahman Azhari|Azhari on Palestine|Palestine war story|২০২৬ ফিলিস্তিন আজহারী|ফিলিস্তিন নিয়ে আজহারীর ওয়াজ|আজহারীর নতুন ভিডিও ২০২৬|Gaza war update Azhari|Islamic motivation Palestine|আজহারীর হুংকার ফিলিস্তিন|Viral Islamic Shorts|Victory of Palestine 2026.,https://i.ytimg.com/vi/lQpJpvv97f4/hqdefault.jpg,820,33,0,Gaza conflict,2026-04-14T08:34:50.662811
LbeWCZWLnFQ,Sudan: 3-Year-Old Conflict has become a cycle of endless suffering- Press Conference| United Nations,"The UN humanitarian coordinator for Sudan called the three-year-old conflict there “an abandoned crisis,” warning that the scale of atrocities has yet to move the world to act.

Briefing reporters in New York, UN Resident and Humanitarian Coordinator for Sudan Denise Brown said the situation in the country has become a cycle of suffering with no end in sight.

“We really are on repeat in Sudan - repeats of sexual violence, repeated displacement, repeated deaths,” Brown said. “It feels like we're stuck in this cycle, and everything is being repeated.”

Brown said the Office of the UN High Commissioner for Human Rights, OHCHR, had documented patterns of sexual violence, citing a recent MSF report for Darfur entitled “No Safe Space Left for Women and Girls in Darfur.” The organization has treated close to 2,500 survivors of sexual violence over the past year.

“What we also need to be addressing here is the impregnation of these women and girls, and the consequences for them, for the families, for the communities, and of course most particularly for these children,” she said.

Brown said OHCHR had also documented mass atrocities around El-Fasher, where 6,000 people were killed in three days - a figure she said was likely an undercount. She noted that the UN Independent Fact-Finding Mission for Sudan now refers to the hallmarks of genocide.

“Why isn't the world outraged enough to do something about it? What has to happen more? What more has to happen for everyone to sit up and pay attention, to find a solution,” she said.

Brown, speaking from Khartoum, said the humanitarian community was present across the country but was not the solution. “We are here picking up the pieces,” she said, calling on member states to examine the war economy and the flow of weapons into the country.

She flagged Dilling as an active area of concern, saying the town has been under daily attacks since she visited in March, with convoys unable to get in and residents trying to flee again. She said she was also heading to the Blue Nile, where close to 30,000 people had been displaced.

On funding, Brown said the humanitarian response plan was only 16 percent funded against a 2.9 billion dollars ask for 2026, after closing 2025 at 35 percent. “When we get a tent, that tent, … doesn't become six tents. That tent is one tent,” she said.

“Please don't call this the forgotten crisis,” Brown also stated her personal plea. “I'm referring to this as an abandoned crisis.”",United Nations,2026-04-14T03:00:32Z,UN|United Nations|UNGA|UN General Assembly|General Debate|Naciones Unidas|Организация Объединенных Наций|OOH|Nations Unies|联合国|الأمم المتحدة|The Global Goals|Sustainable Development Goals|Human Rights|UN Peacekeepers|Security Council|World Leaders|l'Assemblée générale|Генеральной Ассамблеи|La Asamblea General,https://i.ytimg.com/vi/LbeWCZWLnFQ/hqdefault.jpg,56,8,0,Sudan war,2026-04-14T08:34:51.322735
VMyRWeTSlM4,UN official ‘outraged by world’s silence’ on Sudan after three years of war,"The UN’s Humanitarian Coordinator for Sudan has slammed the lack of international action ahead of the third anniversary of the war on April 15. Fighting between Sudan’s army and the paramilitary Rapid Support Forces has led to the world’s worst humanitarian crisis, with more than 12 million people displaced and 33 million in urgent need of aid.

Subscribe to our channel: http://bit.ly/AJSubscribe
Follow us on X : https://twitter.com/AJEnglish
Find us on Facebook: https://www.facebook.com/aljazeera
Check our website: http://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.news/AJEMobile",Al Jazeera English,2026-04-14T01:08:17Z,Sudan war|United Nations|al Jazeera|al Jazeera English|al Jazeera live tv news English|aljazeera live|aljazeera live tv news English|الجزيرة مباشر,https://i.ytimg.com/vi/VMyRWeTSlM4/hqdefault.jpg,2350,164,30,Sudan war,2026-04-14T08:34:51.322751
s9dTfqieiR8,The Young Women of South Sudan are RESILIENT and need your SUPPORT,"In South Sudan, young women pursue education despite displacement, insecurity, and limited resources. Each lesson learned moves her forward. Each challenge overcome strengthens her path toward leadership, independence, and possibility.

But her journey is fragile.

Around the world, too many girls in conflict affected communities are being forced to pause or abandon their education. Research from UN Women makes one truth clear. When women and girls remain in school, entire communities grow stronger through healthier families, greater opportunity, and more resilient societies.

Right now, sustained support is urgently needed to ensure young women can continue their studies without interruption. Through PASS USA, we provide scholarships, housing, mentorship, and community support so that education remains a promise, not a risk.

Education does not just change her life.
It changes her family.
Her community.
Her nation.

Her journey cannot pause here.

Stand with her. Lift her forward. Help ensure her journey continues.",PASS USA,2026-04-13T23:50:33Z,,https://i.ytimg.com/vi/s9dTfqieiR8/hqdefault.jpg,4,1,0,Sudan war,2026-04-14T08:34:51.322755
k9JsSxsRbLE,"Pope Leo Urges Ceasefire in the Middle East, End to Sudan War | Paraluman News","Pope Leo renewed calls for a ceasefire in the Middle East and appealed for peace in Sudan, urging all parties to protect civilians and pursue dialogue amid ongoing conflicts.

Video Courtesy of Reuters",Paraluman News,2026-04-13T21:22:08Z,,https://i.ytimg.com/vi/k9JsSxsRbLE/hqdefault.jpg,72,1,0,Sudan war,2026-04-14T08:34:51.322758
8dx1LrZduWM,"Pope Leo Urges Ceasefire in the Middle East, End to Sudan War | Paraluman News","Pope Leo renewed calls for a ceasefire in the Middle East and appealed for peace in Sudan, urging all parties to protect civilians and pursue dialogue amid ongoing conflicts.

Video Courtesy of Reuters",Paraluman News,2026-04-13T21:22:37Z,,https://i.ytimg.com/vi/8dx1LrZduWM/hqdefault.jpg,2,1,0,Sudan war,2026-04-14T08:34:51.322760
